__quarterly__,y,*,y_tnd,*,diff_y_tnd,*,y_gap,*,Y,*,diff_cpi,*,diff4_cpi,*,E_diff_cpi,*,rs,*,rrs_gap,*,rrs,*,cpi,*,obs_y,*,obs_diff_y,*,obs_Y,*,obs_y_gap,*,obs_y_gap4,*,obs_rs,*,obs_cpi,*,obs_diff_cpi,*,shk_y_tnd,*,shk_y_gap,*,shk_diff_cpi,*,shk_rs,*,shk_E_diff_cpi,*,ant_shk_y_gap,*,ant_shk_diff_cpi,*,ant_shk_rs,*,
2021-Q1,986.351020120436,986.351020120436,987.027151889483,987.027151889483,,,-0.676131769046,-0.676131769046,,,1.699818016028,1.699818016028,1.762720387579,1.762720387579,,,0.05,0.05,,,,,559.934498954125,559.934498954125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-Q2,988.043630217348,988.043630217348,987.543049313578,987.543049313578,,,0.500580903771,0.500580903771,,,6.496951044359,6.496951044359,3.443465470389,3.443465470389,,,0.026666667,0.026666667,,,,,561.558736715215,561.558736715215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-Q3,988.512306804832,988.487454296584,987.918049313578,987.918049313578,1.5,1.5,0.594257491254,0.569404983005,19636.06230258154,19631.18285493593,6.302180963625,6.57082853913,4.184326300068,4.251488193943,5.932071422452,6.581636026711,4.243853288201,5.141942974932,-2.188218134251,-1.939693051777,-1.688218134251,-1.439693051777,563.134281956121,563.201443849997,988.512306804832,988.487454296584,0.468676587483,0.443824079236,19636.06230258154,19631.18285493593,0.594257491254,0.569404983005,-2.169753581679,-2.169753581679,4.243853288201,5.141942974932,563.134281956121,563.201443849997,6.302180963625,6.57082853913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-Q4,988.644138122312,988.535139795506,988.293049313578,988.293049313579,1.5,1.5,0.351088808734,0.242090481926,19661.965852960562,19640.54631475346,5.93207142245,6.58163602671,5.107755361616,5.337308406557,5.401695581297,6.503820736066,6.847738678367,8.853453289334,0.94604309707,1.849632553269,1.44604309707,2.349632553269,564.617299811733,564.846852856673,988.644138122312,988.535139795506,0.13183131748,0.047685498923,19661.965852960562,19640.54631475346,0.351088808734,0.242090481926,-1.702301350836,-1.702301350836,6.847738678367,8.853453289334,564.617299811733,564.846852856673,5.93207142245,6.58163602671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-Q1,988.641018973126,988.390195266909,988.668049313578,988.66804931358,1.5,1.5,-0.027030340451,-0.277854046672,19661.352576477366,19612.099038848843,5.401695581296,6.503820736066,6.033224752933,6.538309086566,4.759465184432,6.331486596823,8.162934654461,11.425705677987,2.903469470028,4.594219081166,3.403469470028,5.094219081165,565.967723707057,566.472808040689,988.641018973126,988.390195266909,-0.003119149186,-0.144944528597,19661.352576477366,19612.099038848843,-0.027030340451,-0.277854046672,-0.676131769047,-0.676131769047,8.162934654461,11.425705677987,565.967723707057,566.472808040689,5.401695581296,6.503820736066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-Q2,988.630643487675,988.185267647396,989.043049313578,989.043049313581,1.5,1.5,-0.412405825903,-0.857781666186,19659.312721525526,19571.94958386405,4.759465184431,6.331486596822,5.598853287951,6.496942974682,4.066162660687,6.071040872941,8.487493366337,13.064952184748,3.92133070565,6.493911311808,4.42133070565,6.993911311808,567.157590003164,568.055679689894,988.630643487675,988.185267647396,-0.010375485452,-0.204927619512,19659.312721525526,19571.94958386405,-0.412405825903,-0.857781666186,0.50058090377,0.500580903771,8.487493366337,13.064952184748,567.157590003164,568.055679689894,4.759465184431,6.331486596822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-Q3,988.687221202599,988.004335992168,989.418049313578,989.418049313582,1.5,1.5,-0.730828110979,-1.413713321415,19670.438658536717,19536.569747834725,4.066162660685,6.071040872941,5.039848712216,6.371996058134,3.381199156327,5.73611463812,8.096436571853,13.939885355866,4.215237415526,7.703770717749,4.715237415526,8.203770717748,568.174130668335,569.573439908128,988.687221202599,988.004335992168,0.056577714924,-0.180931655228,19670.438658536717,19536.569747834725,-0.730828110979,-1.413713321415,0.594257491253,0.569404983005,8.096436571853,13.939885355866,568.174130668335,569.573439908128,4.066162660685,6.071040872941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022-Q4,988.846604990722,987.897769516949,989.793049313578,989.793049313583,1.5,1.5,-0.946444322856,-1.895279796635,19701.815146686557,19515.7614034046,3.381199156326,5.736114638119,4.402130645685,6.160615710987,2.754342500523,5.344049597149,7.23757489675,14.193997652879,3.983232396227,8.349948055732,4.483232396227,8.849948055731,569.019430457416,571.007468567657,988.846604990722,987.897769516949,0.159383788123,-0.106566475219,19701.815146686557,19515.7614034046,-0.946444322856,-1.895279796635,0.351088808733,0.242090481927,7.23757489675,14.193997652879,569.019430457416,571.007468567657,3.381199156326,5.736114638119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023-Q1,989.117850540108,987.892668658082,990.168049313578,990.168049313584,1.5,1.5,-1.05019877347,-2.275380655503,19755.327986208446,19514.76595734688,2.754342500521,5.344049597148,3.740292375491,5.870672926257,2.221561870867,4.913479761015,6.125217184149,13.952687841275,3.403655313282,8.539208080262,3.903655313282,9.039208080261,569.708016082546,572.343480966943,989.117850540108,987.892668658082,0.271245549387,-0.005100858867,19755.327986208446,19514.76595734688,-1.05019877347,-2.275380655503,-0.027030340452,-0.277854046672,6.125217184149,13.952687841275,569.708016082546,572.343480966943,2.754342500521,5.344049597148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023-Q2,989.492295722595,988.000069051275,990.543049313578,990.543049313585,1.5,1.5,-1.050753590983,-2.542980262311,19829.439527091887,19535.736151735568,2.221561870865,4.913479761015,3.1058165471,5.516171217305,1.803886343728,4.462690547636,4.934931452542,13.327138254468,2.631045108813,8.364447706834,3.131045108813,8.864447706834,570.263406550262,573.571850907195,989.492295722595,988.000069051275,0.374445182487,0.107400393193,19829.439527091887,19535.736151735568,-1.050753590983,-2.542980262311,-0.412405825904,-0.857781666185,4.934931452542,13.327138254468,570.263406550262,573.571850907195,2.221561870865,4.913479761015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023-Q3,989.950732470552,988.220039700482,990.918049313578,990.918049313586,1.5,1.5,-0.967316843026,-2.698009613104,19920.553655547275,19578.75633591848,1.803886343727,4.462690547635,2.54024746786,5.114083635979,1.508353331232,4.008538500668,3.800869829128,12.41628266437,1.792516497896,7.907744163703,2.292516497896,8.407744163703,570.714378136193,574.687523544103,989.950732470552,988.220039700482,0.458436747957,0.219970649208,19920.553655547275,19578.75633591848,-0.967316843026,-2.698009613104,-0.73082811098,-1.413713321414,3.800869829128,12.41628266437,570.714378136193,574.687523544103,1.803886343727,4.462690547635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023-Q4,990.468980531866,988.54534856972,991.293049313578,991.293049313587,1.5,1.5,-0.824068781711,-2.747700743867,20024.059515562574,19642.5514761305,1.508353331231,4.008538500668,2.072036011586,4.682189601616,1.330272711895,3.565780684731,2.816084206323,11.307716025114,0.985811494427,7.241935340385,1.485811494427,7.741935340385,571.091466469,575.689658169269,990.468980531866,988.54534856972,0.518248061314,0.325308869238,20024.059515562574,19642.5514761305,-0.824068781711,-2.747700743867,-0.946444322857,-1.895279796635,2.816084206323,11.307716025114,571.091466469,575.689658169269,1.508353331231,4.008538500668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2024-Q1,991.022056536602,988.964135833463,991.668049313578,991.668049313588,1.5,1.5,-0.645992776976,-2.703913480126,20135.11461036642,19724.984468946433,1.330272711894,3.56578068473,1.71601856443,4.237622373511,1.256172572035,3.146706161042,2.035584478967,10.078085383288,0.279411906932,6.431379222248,0.779411906932,6.931379222247,571.424034646973,576.581103340451,991.022056536602,988.964135833463,0.553076004735,0.418787263743,20135.11461036642,19724.984468946433,-0.645992776976,-2.703913480126,-1.05019877347,-2.275380655503,2.035584478967,10.078085383288,571.424034646973,576.581103340451,1.330272711894,3.56578068473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2024-Q2,991.587095866146,989.461883924343,992.043049313578,992.043049313588,1.5,1.5,-0.455953447432,-2.581165389246,20249.20795955731,19823.409954845454,1.256172572034,3.146706161041,1.474671239722,3.795928973518,1.266928722746,2.760990760909,1.48151736975,8.793293552419,-0.285411352996,5.532302791512,0.214588647004,6.032302791512,571.738077789981,577.36777988071,991.587095866146,989.461883924343,0.565039329544,0.497748090881,20249.20795955731,19823.409954845454,-0.455953447432,-2.581165389246,-1.050753590984,-2.542980262311,1.48151736975,8.793293552419,571.738077789981,577.36777988071,1.256172572034,3.146706161041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2024-Q3,992.145186588836,990.022875932079,992.418049313578,992.418049313589,1.5,1.5,-0.272862724742,-2.395173381511,20362.532844292356,19934.930217760797,1.266928722745,2.760990760908,1.340431834476,3.370504026836,1.340711290225,2.41571585113,1.149687681912,7.508709246893,-0.691023608314,4.592993395765,-0.191023608314,5.092993395764,572.054809970667,578.058027570936,992.145186588836,990.022875932079,0.55809072269,0.560992007736,20362.532844292356,19934.930217760797,-0.272862724742,-2.395173381511,-0.967316843027,-2.698009613104,1.149687681912,7.508709246893,572.054809970667,578.058027570936,1.266928722745,2.760990760908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2024-Q4,992.68228868379,990.63127116415,992.793049313578,992.79304931359,1.5,1.5,-0.110760629788,-2.16177814944,20472.194669138327,20056.583072563903,1.340711290224,2.41571585113,1.298521324224,2.972298364452,1.455503457097,2.115505286735,1.016639319421,6.269486419796,-0.938864137676,3.653981133064,-0.438864137676,4.153981133063,572.389987793222,578.661956533718,992.68228868379,990.63127116415,0.537102094954,0.608395232072,20472.194669138327,20056.583072563903,-0.110760629788,-2.16177814944,-0.824068781712,-2.747700743867,1.016639319421,6.269486419796,572.389987793222,578.661956533718,1.340711290224,2.41571585113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2025-Q1,993.189423620832,991.271886508807,993.168049313578,993.168049313591,1.5,1.5,0.021374307254,-1.896162804785,20576.28002420752,20185.481050635797,1.455503457096,2.115505286734,1.329829010525,2.609729514953,1.59105514833,1.862744431544,1.046607352386,5.111036358585,-1.044447795944,2.748291927043,-0.544447795944,3.248291927042,572.753863657496,579.1908328554,993.189423620832,991.271886508807,0.507134937042,0.640615344656,20576.28002420752,20185.481050635797,0.021374307254,-1.896162804785,-0.645992776977,-2.703913480126,1.046607352386,5.111036358585,572.753863657496,579.1908328554,1.455503457096,2.115505286734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2025-Q2,993.662322269489,991.930746596954,993.543049313578,993.543049313592,1.5,1.5,0.119272955911,-1.612302716639,20673.815414389155,20318.91421512101,1.591055148329,1.862744431544,1.413549654599,2.288739082579,1.730224336301,1.657852369101,1.197802081601,4.0596584996,-1.0324222547,1.901806130501,-0.5324222547,2.4018061305,573.151627444578,579.656518963285,993.662322269489,991.930746596954,0.472898648657,0.658860088147,20673.815414389155,20318.91421512101,0.119272955911,-1.612302716639,-0.455953447432,-2.581165389246,1.197802081601,4.0596584996,573.151627444578,579.656518963285,1.591055148329,1.862744431544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2025-Q3,994.100711067776,992.595449377096,993.918049313578,993.918049313593,1.5,1.5,0.182661754199,-1.322599936498,20764.646055553734,20454.424474096235,1.730224336299,1.6578523691,1.529373557987,2.012954484626,1.859728509555,1.499584087574,1.427658136912,3.133313077747,-0.932070372643,1.133728990175,-0.432070372643,1.633728990175,573.584183528652,580.070982055559,994.100711067776,992.595449377096,0.438388798287,0.664702780143,20764.646055553734,20454.424474096235,0.182661754199,-1.322599936498,-0.272862724742,-2.395173381511,1.427658136912,3.133313077747,573.584183528652,580.070982055559,1.730224336299,1.6578523691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2025-Q4,994.50739832169,993.25538316767,994.293049313578,994.293049313594,1.5,1.5,0.214349008112,-1.037666145925,20849.265175339686,20589.85652227341,1.859728509554,1.499584087573,1.65912786282,1.783921543737,1.970378275063,1.385344034428,1.696851350441,2.342505969938,-0.773526924622,0.457161935513,-0.273526924622,0.957161935512,574.04911565604,580.445878077452,994.50739832169,993.25538316767,0.406687253913,0.659933790574,20849.265175339686,20589.85652227341,0.214349008112,-1.037666145925,-0.110760629789,-2.16177814944,1.696851350441,2.342505969938,574.04911565604,580.445878077452,1.859728509554,1.499584087573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-Q1,994.887296942983,993.901824315095,994.668049313578,994.668049313595,1.5,1.5,0.219247629405,-0.766224998501,20928.621888378348,20723.388966350012,1.970378275062,1.385344034427,1.787846567311,1.601381230661,2.056895181929,1.311496321091,1.972036448724,1.691250211654,-0.584858733205,-0.120246109436,-0.084858733205,0.379753890564,574.541710224805,580.792214086058,994.887296942983,993.901824315095,0.379898621293,0.646441147425,20928.621888378348,20723.388966350012,0.219247629405,-0.766224998501,0.021374307253,-1.896162804785,1.972036448724,1.691250211654,574.541710224805,580.792214086058,1.970378275062,1.385344034427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-Q2,995.24649000984,994.527939842243,995.043049313578,995.043049313596,1.5,1.5,0.203440696263,-0.515109471354,21003.931219167785,20853.54837133244,2.056895181928,1.311496321091,1.904306575711,1.463569203047,2.117429024484,1.273660203422,2.227379282405,1.178067428197,-0.390049742079,-0.595592775223,0.109950257921,-0.095592775223,575.055934020287,581.120088166329,995.24649000984,994.527939842243,0.359193066857,0.626115527148,21003.931219167785,20853.54837133244,0.203440696263,-0.515109471354,0.119272955911,-1.612302716639,2.227379282405,1.178067428197,575.055934020287,581.120088166329,2.056895181928,1.311496321091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-Q3,995.591414378376,995.128716023357,995.418049313578,995.418049313597,1.5,1.5,0.173365064798,-0.28933329024,21076.503984918538,20979.208613309525,2.117429024483,1.273660203421,2.001107747757,1.367521161628,2.152889262097,1.266982377862,2.445043836096,0.796994245105,-0.207845426002,-0.969988132756,0.292154573998,-0.469988132756,575.585291276407,581.438503217184,995.591414378376,995.128716023357,0.344924368535,0.600776181115,21076.503984918538,20979.208613309525,0.173365064798,-0.28933329024,0.182661754198,-1.322599936498,2.445043836096,0.796994245105,575.585291276407,581.438503217184,2.117429024483,1.273660203421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2026-Q4,995.928207882647,995.700831113937,995.793049313578,995.793049313598,1.5,1.5,0.135158569069,-0.092218199661,21147.607950825433,21099.577828570506,2.152889262096,1.266982377862,2.074397935892,1.3093707342,2.166194314943,1.286380175454,2.614846610248,0.538562495254,-0.051347704696,-1.247817680199,0.448652295304,-0.747817680199,576.12351359193,581.755248811648,995.928207882647,995.700831113937,0.336793504271,0.57211509058,21147.607950825433,21099.577828570506,0.135158569069,-0.092218199661,0.214349008111,-1.037666145925,2.614846610248,0.538562495254,576.12351359193,581.755248811648,2.152889262096,1.266982377862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
