__quarterly__,y,cpi,diff_y,diff_cpi,
1947-02-15,761.798079107683,,,,
1947-05-15,761.53101682428,,-1.068249133614,,
1947-08-15,761.324300087184,,-0.826866948384,,
1947-11-15,762.876467776746,,6.208670758248,,
1948-02-15,764.369467190788,,5.971997656168,,
1948-05-15,766.00667214342,,6.548819810528,,
1948-08-15,766.577967331682,,2.285180753051,,
1948-11-15,766.68961713759,,0.446599223632,,
1949-02-15,765.302088841252,,-5.550113185352,,
1949-05-15,764.960404836026,,-1.366736020905,,
1949-08-15,765.987536508473,,4.108526689788,,
1949-11-15,765.144727388832,,-3.371236478565,,
1950-02-15,768.999562643597,,15.419341019059,,
1950-05-15,772.003791360162,,12.016914866262,,
1950-08-15,775.79540704542,,15.166462741032,,
1950-11-15,777.692085978292,,7.586715731489,,
1951-02-15,779.041104433329,,5.396073820145,,
1951-05-15,780.758974623779,,6.871480761802,,
1951-08-15,782.799022221801,,8.160190392089,,
1951-11-15,783.019029601668,,0.880029519467,,
1952-02-15,784.081895525542,,4.251463695495,,
1952-05-15,784.297060573598,,0.860660192224,,
1952-08-15,785.016316927488,,2.877025415561,,
1952-11-15,788.247754726501,,12.92575119605,,
1953-02-15,790.089556429642,,7.367206812564,,
1953-05-15,790.859522587798,,3.079864632627,,
1953-08-15,790.295256566021,,-2.257064087109,,
1953-11-15,788.76973885985,,-6.102070824684,,
1954-02-15,788.29056878382,,-1.916680304119,,
1954-05-15,788.399501626005,,0.43573136874,,
1954-08-15,789.522518397649,,4.492067086573,,
1954-11-15,791.460309439242,,7.751164166372,,
1955-02-15,794.276514157228,,11.264818871947,,
1955-05-15,795.890622021267,,6.456431456154,,
1955-08-15,797.232048814452,,5.365707172742,,
1955-11-15,797.830582758504,,2.394135776208,,
1956-02-15,797.4414461349,,-1.556546494417,,
1956-05-15,798.264370233934,,3.291696396133,,
1956-08-15,798.174490261349,,-0.359519890339,,
1956-11-15,799.806956761301,,6.529865999808,,
1957-02-15,800.445206758414,334.99040872746,2.552999988454,,
1957-05-15,800.225880490002,335.689712276558,-0.877305073648,2.797214196388,
1957-08-15,801.201127857799,336.95920423615,3.900989471188,5.077967838371,
1957-11-15,800.161462361907,337.416870927424,-4.15866198357,1.830666765093,
1958-02-15,797.531746397128,338.551956883006,-10.518863859115,4.540343822329,
1958-05-15,798.186822804812,339.114704580865,2.620305630734,2.250990791438,
1958-08-15,800.473690550978,339.114704580865,9.147470984667,0.0,
1958-11-15,802.784885057484,339.338919932633,9.244778026022,0.896861407069,
1959-02-15,804.686246868126,339.338919932633,7.605447242569,0.0,
1959-05-15,806.916363409498,339.562633650097,8.920466165489,0.894854869857,
1959-08-15,806.986898868537,340.23078758352,0.282141836156,2.672615733691,
1959-11-15,807.271382884073,340.784192438082,1.137936062144,2.213619418251,
1960-02-15,809.494208341276,340.894506834273,8.891301828814,0.441257584762,
1960-05-15,808.953676736539,341.444260841218,-2.16212641895,2.199016027779,
1960-08-15,809.441904243947,341.444260841218,1.952910029632,0.0,
1960-11-15,808.150194144497,342.100000895834,-5.166840397801,2.622960218464,
1961-02-15,808.82283139972,342.208874058472,2.690549020891,0.435492650553,
1961-05-15,810.506020231707,342.317628848963,6.73275532795,0.435019161964,
1961-08-15,812.407415594016,342.643185294904,7.605581449236,1.302225783765,
1961-11-15,814.349531895084,342.751468997953,7.76846520427,0.433134812196,
1962-02-15,816.117460345736,343.291135725933,7.071713802608,2.158666911919,
1962-05-15,817.017065559684,343.720781918519,3.598420855793,1.718584770345,
1962-08-15,818.238093626311,344.041809481544,4.88411226651,1.284110252099,
1962-11-15,818.566455504215,344.255256745068,1.313447511616,0.853789054097,
1963-02-15,819.652115166945,344.468249349551,4.34263865092,0.851970417933,
1963-05-15,820.767987541701,344.786890086526,4.463489499024,1.274562947899,
1963-08-15,822.942604867942,345.315712059287,8.698469304962,2.115287891043,
1963-11-15,823.596067578719,345.736765302417,2.613850843111,1.684212972521,
1964-02-15,825.682403539566,346.156053149385,8.345343843384,1.677151387872,
1964-05-15,826.765253193406,346.26060097908,4.331398615364,0.41819131878,
1964-08-15,828.315475579867,346.469369332556,6.200889545841,0.835073413904,
1964-11-15,828.623871408942,347.093071978046,1.233583316302,2.49481058196,
1965-02-15,831.014811155419,347.300111368773,9.563758985907,0.828157562908,
1965-05-15,832.270196365472,347.918670042107,5.021540840211,2.474234693339,
1965-08-15,834.469094699191,348.226520464848,8.795593334879,1.231401690961,
1965-11-15,836.746992942753,348.737507790321,9.111592974248,2.043949301892,
1966-02-15,839.152066541538,349.650756146648,9.620294395138,3.652993425309,
1966-05-15,839.493086369318,350.755739775297,1.364079311121,4.419934514594,
1966-08-15,840.336425300351,351.650822827216,3.373355724132,3.580332207678,
1966-11-15,841.153485363603,352.34150143864,3.268240253006,2.762714445698,
1967-02-15,842.035139929235,352.734043640457,3.526618262531,1.570168807265,
1967-05-15,842.096418962424,353.319982816903,0.245116132756,2.343756705786,
1967-08-15,843.038092187613,354.28898266638,3.766692900755,3.875999397909,
1967-11-15,843.789280815175,355.248682920838,3.004754510247,3.838801017831,
1968-02-15,845.808268524796,356.482680534962,8.075950838483,4.935990456494,
1968-05-15,847.465263768535,357.515068878559,6.627980974958,4.12955337439,
1968-08-15,848.237232074459,358.721580024518,3.087873223695,4.826044583837,
1968-11-15,848.629780634569,360.004824040732,1.57019424044,5.132976064854,
1969-02-15,850.182774525538,361.27180932383,6.211975563877,5.067941132392,
1969-05-15,850.486308714722,362.966009445396,1.214136756734,6.776800486266,
1969-08-15,851.144651083203,364.370773538003,2.633369473926,5.619056370427,
1969-11-15,850.655763384886,365.927898425181,-1.95555079327,6.228499548711,
1970-02-15,850.507182356682,367.630067190708,-0.594324112816,6.808675062107,
1970-05-15,850.649011732295,369.054473351619,0.567317502453,5.697624643646,
1970-08-15,851.566342191531,370.130197411249,3.669321836942,4.302896238521,
1970-11-15,850.488920689207,371.438474444106,-4.309686009293,5.233108131428,
1971-02-15,853.16868490783,372.328088083127,10.719056874493,3.558454556082,
1971-05-15,853.708346193046,373.528582692809,2.158645140862,4.801978438729,
1971-08-15,854.52794536921,374.242022104197,3.278396704656,2.85375764555,
1971-11-15,854.763451674106,374.871945454845,0.942025219585,2.519693402592,
1972-02-15,856.585706189667,375.887182593397,7.289018062244,4.06094855421,
1972-05-15,858.830102479373,376.584049525006,8.977585158823,2.787467726438,
1972-08-15,859.770052959384,377.429233203858,3.759801920045,3.380734715405,
1972-11-15,861.430647192973,378.267333332442,6.642376934357,3.352400514339,
1973-02-15,863.87532628617,379.773385902602,9.778716372789,6.024210280637,
1973-05-15,864.958105546111,381.990771652034,4.331117039761,8.869542997729,
1973-08-15,864.430819296019,383.945231259331,-2.109145000365,7.817838429188,
1973-11-15,865.375558591012,386.002771037999,3.778957179971,8.230159114672,
1974-02-15,864.512068649636,388.293742460168,-3.453959765504,9.163885688677,
1974-05-15,864.749469857194,390.667539903453,0.949604830231,9.495189773137,
1974-08-15,863.799832260494,393.508827842429,-3.798550386798,11.365151755905,
1974-11-15,863.410936256524,396.651119071222,-1.555584015882,12.569164915171,
1975-02-15,862.186180776693,398.713047791495,-4.899021919322,8.247714881094,
1975-05-15,862.898176278495,399.881213543941,2.847982007207,4.672663009784,
1975-08-15,864.595344523797,401.698344100461,6.788672981206,7.268522226079,
1975-11-15,865.932883606886,403.5419883631,5.350156332358,7.374577050556,
1976-02-15,868.156731896942,404.655389838575,8.895393160221,4.453605901901,
1976-05-15,868.8877539844,405.467930588747,2.924088349834,3.250163000688,
1976-08-15,869.434959842774,407.187170642686,2.188823433496,6.876960215755,
1976-11-15,870.157196402326,408.541593153385,2.888946238208,5.417690042797,
1977-02-15,871.331754974965,410.098910494077,4.698234290557,6.229269362766,
1977-05-15,873.257211588503,411.849502250861,7.701826454151,7.002367027138,
1977-08-15,875.045482188932,413.356527537538,7.153082401716,6.028101146707,
1977-11-15,875.047667936968,414.683158822014,0.008742992144,5.306525137905,
1978-02-15,875.366322933669,416.563109749444,1.274619986806,7.519803709719,
1978-05-15,879.157799576387,418.914956399094,15.165906570871,9.407386598599,
1978-08-15,880.158295014605,421.212759787848,4.001981752872,9.191213555017,
1978-11-15,881.493484617877,423.313985391781,5.340758413088,8.40490241573,
1979-02-15,881.673110481581,425.844557290253,0.718503454815,10.122287593888,
1979-05-15,881.779973194363,428.266659854826,0.42745085113,9.688410258291,
1979-08-15,882.520098961846,430.586527366335,2.960503069931,9.279470046039,
1979-11-15,882.769861828828,433.33614626926,0.999051467927,10.998475611699,
1980-02-15,883.083887327767,436.564315542336,1.256101995757,12.912677092303,
1980-05-15,881.001891259668,439.609389184423,-8.327984272398,12.18029456835,
1980-08-15,880.882973463175,441.48164575372,-0.475671185972,7.489026277185,
1980-11-15,882.730722555059,444.500143383527,7.390996367537,12.07399051923,
1981-02-15,884.671202334012,446.667410877245,7.761919115811,8.669069974872,
1981-05-15,883.927379203043,448.563561725534,-2.975292523876,7.584603393154,
1981-08-15,885.11779081522,451.597460722006,4.761646448709,12.135595985891,
1981-11-15,884.022247507422,453.259949315326,-4.38217323119,6.649954373277,
1982-02-15,882.456509068482,454.506626195378,-6.262953755763,4.986707520211,
1982-05-15,882.911670152355,456.121829845891,1.820644335495,6.46081460205,
1982-08-15,882.52863824664,457.677071146639,-1.532127622862,6.220965202994,
1982-11-15,882.568576544118,458.019419988374,0.159753189914,1.369395366938,
1983-02-15,883.87781605428,458.564751953322,5.236958040645,2.181327859792,
1983-05-15,886.127922651456,459.579302420914,9.000426388705,4.05820187037,
1983-08-15,888.107268018358,460.583663086436,7.917381467609,4.017442662089,
1983-11-15,890.172021984608,461.709875685336,8.259015864999,4.504850395601,
1984-02-15,892.107932025916,463.246104654835,7.743640165234,6.144915877996,
1984-05-15,893.820968084411,464.278704923837,6.85214423398,4.130401076007,
1984-08-15,894.78041427236,465.396035015752,3.837784751794,4.469320367661,
1984-11-15,895.597920710337,466.312457956321,3.270025751908,3.665691762275,
1985-02-15,896.562327621725,467.345169371583,3.857627645554,4.130845661047,
