__quarterly__,obs_y,obs_diff_y,obs_y_gap,obs_y_gap4,obs_rs,obs_cpi,obs_diff_cpi,y,y_tnd,diff_y_tnd,y_gap,diff_cpi,diff4_cpi,E_diff_cpi,rs,rrs_gap,rrs,cpi,shk_diff_y_tnd,shk_y_gap,shk_diff_cpi,shk_rs,shk_E_diff_cpi,ttrend,,__eof__
2016Q3,978.270252,2.39726400000116,-1.45689245178813,-0.744786904304726,1.9798248680852,551.173242,1.72383199999976,978.270252,979.727144451788,2.44057212744385,-1.45689245178813,1.72383199999976,1.88726400000026,1.4020719663974,1.9798248680852,0.0743430745795148,0.574343074579515,551.173242,0.940572127443847,-0.364909079384745,0.0633840602995455,0.00487801651336743,-0.00340982710818789,-14,,__eof__
2016Q4,978.765911,1.98263600000079,-1.4652808152414,-1.02801191209378,1.44082825857628,551.569097,1.58342000000055,978.765911,980.231191815241,2.01618945381292,-1.4652808152414,1.58342000000055,1.79313900000027,1.30384674541606,1.44082825857628,-0.36415973575227,0.13584026424773,551.569097,0.516189453812923,-0.409027449975557,0.195109446087559,0.0102815305349674,-0.00114124891246469,-13,,__eof__
2017Q1,979.194653,1.71496800000032,-0.54236367368737,-1.60561008577953,1.61670086578387,552.062991,1.97557599999894,979.194653,979.737016673687,-1.97670056621617,-0.54236367368737,1.97557599999894,1.85489099999991,1.88569744355021,1.61670086578387,-0.768287873792105,-0.268287873792105,552.062991,-3.47670056621617,0.479768150364474,0.310367517769794,0.020353283510626,0.000708703974220301,-12,,__eof__
2017Q2,979.697181,2.0101120000006,-0.430841467620903,-1.44606541992729,1.12978867271944,552.353477,1.1619439999995,979.697181,980.128022467621,1.56402317573358,-0.430841467620903,1.1619439999995,1.61119299999969,1.20656657338118,1.12978867271944,-0.577053708843451,-0.0770537088434508,552.353477,0.0640231757335803,-0.0817740832397024,-0.424493611259341,0.0083106217321594,-0.000275808181764542,-11,,__eof__
2017Q3,980.521265,3.29633600000077,0.277513424951858,-1.45689245178812,1.22750696348926,552.725874,1.48958799999973,980.521265,980.243751575048,0.462916429709199,0.277513424951858,1.48958799999973,1.55263199999966,1.67713582881304,1.22750696348926,-0.950412309179054,-0.450412309179054,552.725874,-1.0370835702908,0.505603294749613,0.0680563345389325,0.00900737686251972,-0.000783443855246562,-10,,__eof__
2017Q4,981.521902,4.00254799999964,0.641948824080983,-1.46528081524141,1.8930604317909,553.263426,2.15020800000017,981.521902,980.879953175919,2.54480640348253,0.641948824080983,2.15020800000017,1.6943289999996,2.33057595505189,1.8930604317909,-0.937955854574298,-0.437955854574298,553.263426,1.04480640348253,0.340018169909641,0.21798053781889,0.000432206859953528,-0.000440331313300108,-9,,__eof__
2018Q1,982.212168,2.76106400000047,1.065291618262,-0.54236367368751,2.89151825070654,553.937549,2.69649200000012,982.212168,981.146876381738,1.06769282327571,1.065291618262,2.69649200000012,1.87455799999987,2.87848512320972,2.89151825070654,-0.487540369636618,0.0124596303633814,553.937549,-0.432307176724295,0.535075963237602,0.112030132729461,0.000558921166114704,-0.000573497133462565,-8,,__eof__
2018Q2,982.907091,2.77969200000019,0.878046502990502,-0.430841467620894,2.93142658564865,554.417173,1.91849600000021,982.907091,982.029044497009,3.52867246108526,0.878046502990502,1.91849600000021,2.06369600000005,2.13016106258174,2.93142658564865,0.302301994103278,0.802301994103278,554.417173,2.02867246108526,0.109307988704343,-0.610951728460692,-0.0099956968879077,0.00103647103636257,-7,,__eof__
2018Q3,983.626533,2.87776800000124,0.667600233210125,0.277513424951883,2.5498270771462,554.781459,1.45714400000016,983.626533,982.95893276679,3.7195530791221,0.667600233210125,1.45714400000016,2.05558500000016,1.67963256203066,2.5498270771462,0.369835942948099,0.869835942948098,554.781459,2.2195530791221,0.0460489502620547,-0.420623476234776,-0.00834715060218639,-0.000358572167433846,-6,,__eof__
2018Q4,983.808151,0.726472000000668,0.52990560799821,0.641948824080986,2.82513818989739,555.331869,2.20163999999949,983.808151,983.278245392002,1.27725050084751,0.52990560799821,2.20163999999949,2.068443,2.30165886201943,2.82513818989739,0.0249178180563558,0.524917818056355,555.331869,-0.222749499152487,0.0316972148962531,0.311473751290831,-0.00416476802465044,0.00143849017840338,-5,,__eof__
2019Q1,984.349394,2.16497200000126,0.126737366305001,1.06529161826197,3.23458168793906,555.989029,2.62863999999936,984.349394,984.222656633695,3.77764496677331,0.126737366305001,2.62863999999936,2.05147999999981,2.55984353716581,3.23458168793906,0.174704693002357,0.674704693002357,555.989029,2.27764496677331,-0.253221370393415,0.253134671644529,-0.0122289509346852,-3.34577708958183e-05,-4,,__eof__
2019Q2,985.020148,2.68301599999961,-0.262076393511401,0.878046502990516,2.7818517206096,556.43863,1.79840400000022,985.020148,985.282224393511,4.23827103926448,-0.262076393511401,1.79840400000022,2.02145699999981,1.73643018104923,2.7818517206096,0.544953026961959,1.04495302696196,556.43863,2.73827103926448,-0.302634115543956,-0.402533942120446,-0.00904569439772849,-0.00046851259840012,-3,,__eof__
2019Q3,985.906178,3.54412000000098,0.0384339686515457,0.66760023321012,2.81222463046209,556.972015,2.1335400000002,985.906178,985.867744031348,2.34207855134846,0.0384339686515457,2.1335400000002,2.19055599999981,2.11263481399359,2.81222463046209,0.198449814782285,0.698449814782284,556.972015,0.842078551348457,0.254836245263324,0.189888736837806,0.0018667104175012,-0.0011400016862152,-2,,__eof__
2019Q4,986.348246,1.76827200000094,0.140514300748471,0.529905607998213,3.04029270182402,557.561824,2.35923599999948,986.348246,986.207731699252,1.3599506716125,0.140514300748471,2.35923599999948,2.22995499999981,2.33097589797974,3.04029270182402,0.209170377937185,0.709170377937184,557.561824,-0.140049328387499,0.132605862053531,0.122798415833639,0.00820951221205114,-0.000146425907092594,-1,,__eof__
2020Q1,985.166133,-4.72845199999864,-1.09379252065265,0.126737366305011,2.94426006903867,558.171779,2.43982000000014,985.166133,986.259925520653,0.208775285605081,-1.09379252065265,2.43982000000014,2.18275000000001,2.09210867392417,2.94426006903867,0.351724185335859,0.85172418533586,558.171779,-1.29122471439492,-1.16400582768042,0.310170548799813,0.0132307067491254,-0.000427209778636972,0,,__eof__
2020Q2,976.300129,-35.4640160000001,-8.83002054747213,-0.262076393511404,-1.20397430675249,558.115271,-0.226032000000976,976.300129,985.130149547472,-4.51910389272296,-8.83002054747213,-0.226032000000976,1.67664099999971,-2.07066545323063,-1.20397430675249,0.367501306222199,0.867501306222201,558.115271,-6.01910389272296,-7.97292602636042,0.246868508699942,0.0117816468441532,0.000810159744057195,1,,__eof__
2020Q3,983.861404,30.2451000000027,-2.90641795431855,0.0384339686515471,0.154390043156793,558.949956,3.33874000000032,983.861404,986.767821954319,6.55068962738763,-2.90641795431855,3.33874000000032,1.97794099999974,2.58720799231696,0.154390043156793,-2.92748860683205,-2.42748860683205,558.949956,5.05068962738763,3.42334859560235,2.58945579889008,-0.0272795873376422,0.00532934232812919,2,,__eof__
2020Q4,984.820008,3.83441600000024,-2.94928693533488,0.140514300748473,0.259300718867405,559.509544,2.23835200000018,984.820008,987.769294935335,4.00589192406481,-2.94928693533488,2.23835200000018,1.94771999999992,1.57608646780789,0.259300718867405,-1.81620414783115,-1.31620414783115,559.509544,2.50589192406481,-0.951093884379087,-0.0122652169800659,-0.0120580335536173,0.000581601109338517,3,,__eof__
2021Q1,986.35102,6.12404800000169,-1.65574982567518,-1.09379252065265,0.258897992515605,559.934499,1.69981999999972,986.35102,988.006769825675,0.949899561362117,-1.65574982567518,1.69981999999972,1.76271999999981,1.42229662050212,0.258897992515605,-1.6633777025406,-1.1633777025406,559.934499,-0.550100438637883,0.389877605571924,-0.00573209665880722,-0.00812043438934764,2.09254459202623e-05,4,,__eof__
2021Q2,988.04363,6.77044000000034,-1.38967097348331,-8.83002054747213,4.01683552922209,561.558737,6.49695199999935,988.04363,989.433300973483,5.70612459123211,-1.38967097348331,6.49695199999935,3.44346599999989,5.61441743086455,4.01683552922209,-2.09422024853847,-1.59422024853847,561.558737,4.20612459123211,-0.357280629080772,3.17453025345878,-0.0229288367227989,0.00336165310400026,5,,__eof__
2021Q3,988.698178,2.61819200000041,-1.49350563765597,-2.90641795431854,5.74846528267229,562.896194,5.34982800000069,988.698178,990.191683637656,3.03353065669027,-1.49350563765597,5.34982800000069,3.94623799999998,4.45938934783147,5.74846528267229,0.785867870694049,1.28586787069405,562.896194,1.53353065669027,-0.372665620474081,-0.0808702427575181,-0.0094041570539629,-0.00320806414676424,6,,__eof__
2021Q4,990.379655,6.72590800000034,-0.715854922310817,-2.94928693533488,8.12136924041857,564.54363,6.58974399999973,990.379655,991.095509922311,3.615305138619,-0.715854922310817,6.58974399999973,5.03408599999987,5.65518502015049,8.12136924041857,1.96731889130924,2.46731889130924,564.54363,2.115305138619,0.60100619506208,1.17409083316271,-0.00932250962699623,0.00113467104118377,7,,__eof__
2022Q1,989.968473,-1.64472800000003,-1.45491783114988,-1.65574982567517,9.88947361276978,566.284473,6.9633720000004,989.968473,991.42339083115,1.31152363535545,-1.45491783114988,6.9633720000004,6.34997400000004,5.71155103319387,9.88947361276978,3.68030948980975,4.18030948980976,566.284473,-0.188476364644554,-0.549995690435787,0.914306618178287,0.00275191242526105,0.00238691023386016,8,,__eof__
2022Q2,989.823734,-0.578955999999963,-0.828993958180201,-1.38967097348331,11.0299271135217,567.939187,6.61885599999942,989.823734,990.65272795818,-3.08265149187944,-0.828993958180201,6.61885599999942,6.38045000000005,5.50149733292169,11.0299271135217,5.02961370760616,5.52961370760616,567.939187,-4.58265149187944,0.765155785942826,0.396226996002461,0.0077117476230684,0.00118392700618968,9,,__eof__
2022Q3,990.621697,3.19185200000145,-1.52709312467066,-1.49350563765596,11.7781350262213,569.645122,6.82374000000026,990.621697,992.148790124671,5.98424866596253,-1.52709312467066,6.82374000000026,6.74892799999994,5.46963205742599,11.7781350262213,5.81109369884727,6.31109369884727,569.645122,4.48424866596253,-0.324238286150784,0.874744086625945,-0.0202025577280627,0.00259073005197429,10,,__eof__
2022Q4,991.281863,2.6406640000005,-1.44508651456683,-0.715854922310817,11.2580672064562,571.00053,5.42163200000003,991.281863,992.726949514567,2.31263755958441,-1.44508651456683,5.42163200000003,6.45690000000002,4.25257570527052,11.2580672064562,6.50442514808157,7.00442514808157,571.00053,0.812637559584415,0.350675843744323,-0.100575415915163,-0.00228417681753822,-0.00106635310413285,11,,__eof__
